id,title,type,description,release_year,imdb_id,imdb_score,imdb_votes
ts6644,Borgen,SHOW,"40-year old political leader Birgitte Nyborg secures her party a landslide victory through her idealism and huge effort, then faces the biggest challenge of her life: how most effectively to use the newly won seats, and how far she is willing to go in order to gain as much influence as possible.",2010,tt1526318,8.5,23523.0
ts30311,Victorious,SHOW,Aspiring singer Tori Vega navigates life while attending a performing arts high school called Hollywood Arts.,2010,tt1604099,6.9,24224.0
tm95252,The Book of Eli,MOVIE,"A post-apocalyptic tale, in which a lone man fights his way across America in order to protect a sacred book that holds the secrets to saving humankind.",2010,tt1037705,6.8,312538.0
tm109137,Shrek Forever After,MOVIE,"A bored and domesticated Shrek pacts with deal-maker Rumpelstiltskin to get back to feeling like a real ogre again, but when he's duped and sent to a twisted version of Far Far AwayÃ¢â‚¬â€where Rumpelstiltskin is king, ogres are hunted, and he and Fiona have never metÃ¢â‚¬â€he sets out to restore his world and reclaim his true love.",2010,tt0892791,6.3,200354.0
tm94606,Let Me In,MOVIE,A bullied young boy befriends a young female vampire who lives in secrecy with her guardian.  A remake of the movie Ã¢â‚¬Å“Let The Right One InÃ¢â‚¬Â which was an adaptation of a book.,2010,tt1228987,7.1,120208.0
ts30313,Offspring,SHOW,"An exuberant drama set in Melbourne's Fitzroy, centering on Nina Proudman and her struggle to deal with her fabulously messy family, her hunt for a decent love life and her tendency to overthink and fly off into fantasy.",2010,tt1530541,8.3,4764.0
tm88045,How Do You Know,MOVIE,"After being cut from the USA softball team and feeling a bit past her prime, Lisa finds herself evaluating her life and in the middle of a love triangle, as a corporate guy in crisis competes with her current, baseball-playing beau.",2010,tt1341188,5.4,49599.0
ts21544,Transformers: Prime,SHOW,"Roll out with Optimus Prime, Bumblebee, Arcee, Ratchet, Bulkhead, and the rest of the heroic Autobots as they battle the evil Decepticons. Now that big bad Megatron has returned with a mysterious and dangerous element, Team Prime must prepare for an epic battle.",2010,tt1659175,7.9,6500.0
tm102337,A Nightmare on Elm Street,MOVIE,"The film that brings back horror icon Freddy Krueger as a darker and more sinister character than ever before. While Freddy is on the prowl, a group of teenagers being stalked soon learn they all have a common factor making them targets for this twisted killer.",2010,tt1179056,5.2,99192.0
tm90864,Due Date,MOVIE,"Peter Highman must scramble across the US in five days to be present for the birth of his first child. He gets off to a bad start when his wallet and luggage are stolen, and put on the 'no-fly' list. Peter embarks on a terrifying journey when he accepts a ride from an actor.",2010,tt1231583,6.5,339626.0
tm101249,Cop Out,MOVIE,"Detectives Jimmy and Paul, despite nine years as partners, can still sometimes seem like polar oppositesÃ¢â‚¬â€especially when Paul's unpredictable antics get them suspended without pay. Already strapped for cash and trying to pay for his daughter's wedding, Jimmy decides to sell a rare baseball card that's worth tens of thousands. Unfortunately, when the collector's shop is robbed and the card vanishes with the crook, Paul and Jimmy end up going rogue, tracking down the card and the drug ring behind its theft, all on their own time and without any backupÃ¢â‚¬â€except for each other.",2010,tt1385867,5.5,87673.0
ts30356,Octonauts,SHOW,"The Octonauts is a British children's television series, produced by Silvergate Media for the BBC channel Cbeebies. The series is animated in Ireland by Brown Bag Films but uses British voice actors. The TV series is based on American-Canadian children's books written by Vicki Wong and Michael C. Murphy of Meomi Design Inc.

The Octonauts follows an underwater exploring crew made up of stylized anthropomorphic animals, a team of eight adventurers who live in an undersea base, the Octopod, from where they go on undersea adventures with the help of a fleet of aquatic vehicles.

The subject matter is reminiscent of Star Trek and Thunderbirds blended with Jacques Cousteau. Although it is science fiction as regards its technology, the exotic creatures and locations that the crew encounter are real marine animals in their natural habitats.",2010,tt1710177,7.6,1049.0
tm93225,Legend of the Guardians: The Owls of Ga'Hoole,MOVIE,"Soren, a young barn owl, is kidnapped by owls of St. Aggie's, ostensibly an orphanage, where owlets are brainwashed into becoming soldiers. He and his new friends escape to the island of Ga'Hoole, to assist its noble, wise owls who fight the army being created by the wicked rulers of St. Aggie's. The film is based on the first three books in the series.",2010,tt1219342,6.9,82623.0
tm104880,Louis C.K.: Hilarious,MOVIE,"In this unique and dynamic live concert experience, Louis C.K.'s exploration of life after 40 destroys politically correct images of modern life with thoughts we have all had...but would rarely admit to.",2010,tt1421373,8.4,11973.0
tm101334,Death at a Funeral,MOVIE,"Aaron's father's funeral is today at the family home, and everything goes wrong: the funeral home delivers the wrong body, his cousin accidentally drugs her fiancÃƒÂ©, and Aaron's successful younger brother, Ryan, flies in from New York, broke but arrogant. To top it all off, a mysterious stranger wants a word with Aaron.",2010,tt1321509,5.6,49599.0
ts30083,Angel Beats!,SHOW,"Angel Beats takes place in the afterlife and focuses on Otonashi, a boy who lost his memories of his life after dying. He is enrolled into the afterlife school and meets a girl named Yuri who invites him to join the Afterlife Battlefront Ã¢â‚¬â€ an organization she leads which fights against God. The Battlefront fight against the student council president Angel, a girl with supernatural powers.",2010,tt1639109,7.7,13848.0
tm103095,Ip Man 2,MOVIE,"Having defeated the best fighters of the Imperial Japanese army in occupied Shanghai, Ip Man and his family settle in post-war Hong Kong. Struggling to make a living, Master Ip opens a kung fu school to bring his celebrated art of Wing Chun to the troubled youth of Hong Kong. His growing reputation soon brings challenges from powerful enemies, including pre-eminent Hung Gar master, Hung Quan.",2010,tt1386932,7.5,103673.0
ts30288,Mobile Suit Gundam Unicorn,SHOW,"The series begins in U.C. 0001, at the very beginning of human space colonization, when a space colony called Laplace is destroyed during a ceremony hosted by the Federation's Prime Minister ushering in the Universal Century dating system. The main story takes place in UC 0096, sixteen years after the end of the One Year War, three years after the events of Mobile Suit Gundam: Char's Counterattack, and 27 years before Mobile Suit Gundam F91.

The story revolves around Banagher Links, a seemingly normal boy living and going to school in the space colonies. His life changes one day when he meets a girl named Audrey Burne, as the encounter brings him into contact with a new Gundam and its connections to an item called ""Laplace's Box.""",2010,tt1630623,7.8,1291.0
ts121176,DreamWorks Shrek's Swamp Stories,SHOW,Shrek and his pals have a series of adventures.,2010,tt6950338,6.5,330.0
ts42914,Zig and Sharko,SHOW,"On a desert island lives a starving hyena with one obsession: devour that delicious mermaid from the rock in the lagoon. But the lovely fish-girlÃ¢â‚¬â„¢s best friend is a shark, a shark with a lot of muscle and who loves to sabotage the hyenaÃ¢â‚¬â„¢s every move.",2010,tt2046005,6.8,644.0
tm100688,Even the Rain,MOVIE,"As a director and his crew shoot a controversial film about Christopher Columbus in Cochabamba, Bolivia, local people rise up against plans to privatize the water supply.",2010,tt1422032,7.4,13446.0
tm165259,I Will Follow,MOVIE,"Chronicles a day in the life of a grieving woman, and the twelve visitors who help her move forward.",2010,tt1624426,5.9,865.0
tm97544,Alpha and Omega,MOVIE,"Two young wolves at opposite ends of their pack's social order are thrown together into a foreign land and need each other to return home, but love complicates everything.",2010,tt1213012,5.1,14272.0
tm91046,"Cairo 6,7,8",MOVIE,"Three women seek justice due to the difficult daily situation which sexual harassment causes in the streets of Cairo, Egypt.",2010,tt1764141,7.4,4346.0
tm93612,Bleach the Movie: Hell Verse,MOVIE,"Hell Ã¢â‚¬â€œ A place where beings that have committed mortal sins during their lifetime are sent. It is a realm where even Soul Reapers are forbidden to interfere. When a group of vicious Sinners plot to escape from this eternal prison, they discover that Substitute Soul Reaper Ichigo Kurosaki is the key to their freedom.",2010,tt1785394,7.4,2416.0
tm96037,Naruto Shippuden the Movie: The Lost Tower,MOVIE,"Assigned on a mission to capture Mukade, a missing-nin, Naruto Uzumaki sets out for the once glorious historic ruins of ""Ouran"", where he pursues and corners the rouge ninja. Mukade's goal is revealed to be a dormant leyline within the ruins; he unleashes the power of the leyline, causing a light to envelop Naruto, sending him into the past, 20 years before the series began. When Naruto awakens, he comes into contact with the Fourth Hokage, Minato Namikaze.",2010,tt1703048,6.9,3567.0
tm95238,The Boy Who Cried Werewolf,MOVIE,"A Californian family inherits a castle in Romania. This is especially exciting to the son, who is obsessed with monsters. And he is not disappointed.",2010,tt1451423,5.9,3264.0
tm99776,Whitney Cummings: Money Shot,MOVIE,"Taped at Washington D.C.Ã¢â‚¬â„¢s Sidney Harmon Hall, Ã¢â‚¬Å“Whitney Cummings: Money ShotÃ¢â‚¬Â features Cummings commenting on male strippers, fake boobs and getting spanked in the bedroom, among other things, in this hilarious performance. ItÃ¢â‚¬â„¢s not every day a funny lady reveals the best way to punish a boyfriend, what itÃ¢â‚¬â„¢s really like to date a vampire, the similarities between The Food Network and porn and the Ã¢â‚¬Å“emotional ninjaÃ¢â‚¬Â tactics all women have at their disposal!",2010,tt1659261,6.2,907.0
ts44663,Oscar's Oasis,SHOW,"Oscar's Oasis is a is non-verbal animated cartoon produced by TeamTO and Tuba Entertainment in association with Cake Entertainment based on the original show broadcast on Disney Channel Asia. It started as a series of 1-2 minute shorts under the title Ooohhh Asis. Oscar's Oasis can be viewed on the Nintendo 3DS in 3D via Nintendo Video in Australia and Europe. In the United States, all 78 episodes can be seen on Netflix Streaming grouped into 19 meta-episodes of 4 episodes each and 1 meta-episode containing the last 2 episodes. In Latin America and Brazil, the Spanish and Portuguese dub airs on Cartoon Network Latin America.",2010,tt2080922,7.4,572.0
tm92977,Ishqiya,MOVIE,"While on the run from goons, a man and his nephew fall for a kidnapper's seductive widow.",2010,tt1345777,7.3,10415.0
tm98975,Guzaarish,MOVIE,"Ethan, a magician rendered paralyzed in an accident, sets off a furor when he makes a petition to the court to end his own life.",2010,tt1438298,7.4,18466.0
tm95434,Love in a Puff,MOVIE,"Jimmy is a mild mannered advertising executive in his twenties. While smoking in an alley packed with booming loudmouth co-workers and sharing explicit gossips and horror stories, he befriends a misfit cosmetics salesgirl Cherie who also likes to light up. An awkward romance soon blossoms amidst the anxiety of their nicotine rush. As they become more attached to each other, they also find themselves moving farther away from their regular hot pot pack into their own private alley, where their conversations suggest more emotional depths, covering the collision of reality and delightfully trivial matters of the bizarre people around them.",2010,tt1602479,7.1,2558.0
ts56589,Tayo the Little Bus,SHOW,"Tayo the Little Bus is a South Korean computer-generated animated television series created by Educational Broadcasting System, Iconix Entertainment, Seoul and Hot Animation which is owned by HiT Entertainment. The Korean-dubbed series began airing on EBS in 2010 and the English-dubbed series aired on Disney Junior in 2012. The latter is also scheduled to air on Disney Channel and Cartoonito in 2013. The narrator of the UK series is Michael Angelis who also narrates the UK series of Thomas & Friends.",2010,tt3270208,5.2,156.0
tm96168,Once Upon a Time in Mumbaai,MOVIE,"A tale of two gangsters from the eras of past and present, whose lives enter parallel paths as they struggle to survive within Bombay's criminal underworld.",2010,tt1395054,7.4,17494.0
tm101684,Romantik Komedi,MOVIE,"Esra, Didem ve Zeynep ÃƒÂ§ok yakÃ„Â±n arkadaÃ…Å¸ olmalarÃ„Â±na raÃ„Å¸men birbirinden farklÃ„Â± hayatlar sÃƒÂ¼rdÃƒÂ¼ren farklÃ„Â± karakterlere sahip ÃƒÂ¼ÃƒÂ§ kiÃ…Å¸idir. Sessiz sakin olan Esra, deli dolu olanÃ¯Â¿Â½ Didem ve dominant karaktere sahip olan Zeynep.. Bu ÃƒÂ¼ÃƒÂ§ arkadaÃ…Å¸tan istikrarlÃ„Â± olarak iliÃ…Å¸kisini sÃƒÂ¼rdÃƒÂ¼rebilmiÃ…Å¸ olan Zeynep'in dÃƒÂ¼Ã„Å¸ÃƒÂ¼nÃƒÂ¼ hem Esra'nÃ„Â±n hem de Didem'in hayatÃ„Â±nda deÃ„Å¸iÃ…Å¸ik sÃƒÂ¼prizlere neden olacaktÃ„Â±r. Ã„Â°stemediÃ„Å¸i bir iÃ…Å¸te yÃ„Â±llardÃ„Â±r ÃƒÂ§alÃ„Â±Ã…Å¸an Esra bir cesaret ÃƒÂ¶rneÃ„Å¸i gÃƒÂ¶stererek, hayatÃ„Â±nÃ„Â± deÃ„Å¸iÃ…Å¸tirmeye karar verir. Bunun iÃƒÂ§in ilk adÃ„Â±mÃ„Â± atar ve iÃ…Å¸inden istifa eder, kÃƒÂ¶tÃƒÂ¼ giden iliÃ…Å¸kisini sona erdirir. Uzun iÃ…Å¸ aramalarÃ„Â±ndan sonra zar zor iÃ…Å¸ bulduÃ„Å¸u reklam ajansÃ„Â±na ÃƒÂ§alÃ„Â±Ã…Å¸maya baÃ…Å¸layana Esra'yÃ„Â± bir sÃƒÂ¼rpriz bekliyordur.",2010,tt1587263,5.3,5060.0
tm106625,"LSD: Love, Sex aur Dhokha",MOVIE,"A video camcorder, a store security camera, and concealed cameras candidly expose lives in three loosely linked tales.",2010,tt1608777,7.2,5645.0
tm103133,Karthik Calling Karthik,MOVIE,"A much abused loner achieves success, and even wins the heart of his gorgeous co-worker, after getting early morning mysterious phone calls from someone.",2010,tt1373156,7.1,11944.0
tm102848,Peepli Live,MOVIE,"Natha decides to commit suicide to get the farmers' compensation. However, the media and politicians learn about his intentions and descend on their village to capture the rare event.",2010,tt1447508,7.4,12265.0
tm97982,Do Dooni Chaar,MOVIE,A middle-class father in India struggles through a series of unexpected events for upholding respect and smiles.,2010,tt1714832,7.5,5551.0
ts178360,El cartel 2 - La guerra total,SHOW,Now Pepe Cadena finishes telling the story in which the most powerful drug traffickers in Colombia are strengthened but later fall while he and others dedicate themselves to the dangerous task of exposing them to collaborate with justice.,2010,tt1667724,6.8,228.0
tm104349,The Unjust,MOVIE,An honest cop has to compromise with his principles when he is told to find a scapegoat for a high-profile serial killer case in exchange for a big promotion.,2010,tt1843120,6.6,2139.0
tm103732,Udaan,MOVIE,"Upon returning to his industrial hometown, a young man must decide whether to follow his own dreams or acquiesce to his father's plans for his future.",2010,tt1639426,8.1,44556.0
tm98475,We Are Family,MOVIE,"Maya is the perfect mother. Her life revolves around her three children, Aleya, Ankush, and Anjali. Who thinks nothing much then the world of her. Despite being divorced from her husband, Aman. Maya has ensured that everything runs smoothly in her house, under her watch, and that they continue to remain a happy family unit. However, when Aman introduces his girlfriend, Shreya a career oriented woman, who has a lot to learn about children's, to the family, the situation immediately takes an unexpected turn. When an incident changes their lives drastically, bringing the two women under the same roof, they find themselves putting to test an unusual situation; can two mothers make a home?",2010,tt1428459,5.6,3140.0
tm101609,Raajneeti,MOVIE,"It is the story of a fiercely fought election campaign, where money power and corruption are the accepted norms, and where treachery and manipulation are routinely used weapons. As the personal drama of these conflict-ridden characters unfolds against this gritty backdrop, love and friendship become mere baits, and relationships get sacrificed at the altar of political alignments. The darkness that rises from their souls threatens to envelope all that they hold precious. Until eventually, in the crescendo of increasing violence, the line between good and evil blurs, making it impossible to distinguish heroes from villains. Raajneeti is the story of Indian democracy. And its ugly underside. It is about politics. And beyond.",2010,tt1291465,7.1,17555.0
tm101540,Well Done Abba,MOVIE,"This is the story of Armaan Ali, a driver working for a senior executive in Mumbai. He takes a month's leave to find a husband for his teenage daughter, who lives near Hyderabad. When he is delayed and returns to work after three months, his employer threatens to sack him. But he is persuaded to listen to the reason for Armaan Ali's delay. The story he relates is delightful, hilarious -- and poignant.",2010,tt1397492,7.2,1876.0
ts124246,Mighty Raju,SHOW,A four-year-old Raju receives super human strength when his then pregnant mother accidentally consumes a compound created by his scientist father.,2010,tt6491030,4.2,57.0
ts12444,The Fierce Wife,SHOW,"The Fierce Wife, or The Shrewd Wife in Singapore, is a 2010 Taiwanese drama starring Sonia Sui, Wen Sheng Hao, Chris Wang and Amanda Zhu. It was a TTV and Sanlih E-Television co-presentation, and was directed by Xu Fu Jun. The filming started in October 2010, and was first broadcast on 5 November 2010. ItÃ¢â‚¬â„¢s been on the air ever since.

Before The Fierce Wife was produced, both Sonia Sui and Wen Sheng Hao had acted in two TTV productions, The Year of Happiness and Love and PS Man. The Fierce Wife, The Year of Happiness and Love, and PS Man all feature youth idol.

On 9 June 2011, The Fierce Wife, described as Ã¢â‚¬Å“the most talked about TV show in Taiwan,Ã¢â‚¬Â entered the Japanese market, renamed Does Marriage Guarantee Happiness. It was broadcast on BS Nittele in Chinese with Japanese subtitles, every Thursday at 2300 in high definition, six times as high as in Taiwan. The whole TV series was divided into 34 episodes in Japan, and the DVDs in both Chinese and Japanese went on sale on 20 June 2012.

The TV series was a big hit in 2011. Ã¢â‚¬Å“XiaosanÃ¢â‚¬Â or Ã¢â‚¬Å“Little ThirdÃ¢â‚¬Â, Ã¢â‚¬Å“the other womanÃ¢â‚¬Â in the story, has become a popular euphemism thanks to the show. Also, merchandise has sold well in Taiwan and abroad. The popular drama was nominated for a number of Golden Bell Awards. Some controversial parts of the story received heated discussion, and the producer Wang Pei Hua decided to make it into a feature movie set four years after the main female character Xie An Zhen get divorced. A press conference to announce the film adaptation The Fierce Wife: The Final Episode, was held on 20 January 2012. The film was released on 17 August 2012.",2010,tt4304720,6.8,90.0
tm91323,I Hate Luv Storys,MOVIE,"Simran loves love stories, with her ideal job and perfect boyfriend, she lives a blissful and dreamy life. However, things are rudely interrupted by Jay's cynicism on sentimentality.",2010,tt1667838,5.6,7994.0
tm178555,I Am Kalam,MOVIE,"The film celebrates the survival of the human spirit against overwhelming odds and highlights the need for underprivileged children's education. Its a film based on former indian president A.P.J. Abdul Kalam and is aimed at inspiring the poor to educate their children. Written by DaGambit Chhotu's peasant village is ruined by drought, so his ma drops the boy with uncle Bhati, who runs a tea stand at the city outskirts. Clever Chottu, who calls himself Kalam after the self-made Indian president, soon outsmarts uncle's adult assistant and makes friends with the loneliest boy in the palace, now a hotel, a prince his age.",2010,tt1805263,8.0,4166.0
tm99450,Break Ke Baad,MOVIE,"Aaliya is not ready for commitment even after a decade-long friendship with Abhay. She remains indifferent when he follows her to Australia, but is finally shaken when he announces his marriage.",2010,tt1578261,5.2,4227.0
tm97325,Tum Milo Toh Sahi,MOVIE,Tum Milo Toh Sahi is not just a romantic comedy... it is three unique romantic stories in one.,2010,tt1442583,5.6,522.0
tm95507,Chance Pe Dance,MOVIE,"Sameer is the archetypal struggler who leaves his dad in Delhi and comes to Mumbai, chasing dreams of becoming a star in Bollywood. Does he manage to survive the bleak and grueling rounds of endless auditions, broken promises and missed chances?",2010,tt1392744,4.8,2968.0
tm456581,Anchor Baby,MOVIE,Anchor Baby is a tale of an illegal immigrant couple from Nigeria on a quest to create a better life for their unborn child. Their dream is to have their baby in the United States in order for the baby to become a US citizen.,2010,tt3296300,6.3,79.0
ts8614,Breakout,SHOW,"After losing her family in a suspicious car crash, a woman awakens from a 13-year coma determined to expose the truth about the long-ago tragedy.",2010,tt7131684,6.7,7.0
tm100106,My Amnesia Girl,MOVIE,"When Apollo finds himself surrounded by friends who are beginning to settle down, he is faced with the possibility of finding his true love. It all boils down to one name: Irene. It must be fate then, when he once again sees Irene, his ex-girlfriend from three years ago with whom he had the best memories with. Apollo and Irene were a perfect couple until circumstances led them to fall apart.Now, Irene has no recollection of Apollo, having acquired amnesia shortly after their separation. Apollo sees this as the perfect opportunity to pursue Irene again, and be able to undo all the mistakes he made in the past, by offering Irene the best memories she could ever have.True love is difficult to resist, they learn. Just when they find themselves ready to commit to each other, the pains from the past catch up with them, challenging them to finally own up to the mistakes made and lies said, and eventually realize what it is to forgive and forget.",2010,tt1783350,6.7,430.0
tm91176,IjÃƒÂ©: The Journey,MOVIE,Anya's dream turned into a nightmare when she was accused of killing 3 men. For her to regain her freedom she had to share her secret with world. With help of her sister Chioma and an inexperienced attorney IjÃƒÂ© tells the story in a riveting way with an unexpected climatic ending. It's a story that conveys the fusion of the African culture with the American culture in a court room like no other.,2010,tt1578582,7.0,108.0
tm481594,Bheem vs Aliens,MOVIE,"Aliens from a planet called Zeake attack Dholakpur. They destroy the palace and take King Indravarma and Princess Indumati captive. The aliens then proceed to Pehalwanpur. Kyto, the alien leader challenges Bheem to a game to release the king and his daughter.",2010,tt6442436,7.7,35.0
ts29581,Unriddle,SHOW,"Detective Hu Xiaoman meets low level criminal Da Bao during an investigation of a missing heiress. Inspite of being on opposite sides of the law, the two work together to solve cases.",2010,tt12229764,8.0,25.0
tm639940,Tango with Me,MOVIE,"""Tango With Me"" is a contemporary story about forgiveness about some of our core values as a people and our faith.",2010,tt1686795,6.3,46.0
tm92671,Once a Gangster,MOVIE,"Roast Pork joins the triad as a young man and ends up becoming a trusted lieutenant of boss Kerosene. However, his true passion is in his successful chain of restaurants, his loving wife, and his two children. So when Kerosene wants to promote his trusted right hand man to the top of the organization as a way to take on his financial debts, it's understandable why Roast Pork would want to refuse. Roast Pork comes up with an intricate scheme with his men that would take himself out of the running, but Kerosene's intervention causes it to fail. When all hopes appears to be lost, lifelong gangster Sparrow is released from jail after serving a 20-year sentence for committing a gang-related murder that earned him a guarantee for the leader spot. However, Sparrow has made his own plans to stay out of the gang, setting off a battle of wits between the two men.",2010,tt1611840,5.7,481.0
tm340006,Banyuki,MOVIE,"A story of an island country named Horai that was finally about to be integrated under one political administration. Domon DATE, an innocent man confined in a prison island. After 10 years of imprisonment, he kept his sanity by dreaming of retaliating against those who framed him up. He breaks the prison with the help of a man incarcerated in the deepest corner of the prison island. The man identified himself as Saji. His steady road to revenge was obstructed by a woman named Mikoto, the once fiancÃƒÂ©e of his. Can Domon get his revenge? Who is the man who identified himself as Saji? What are the hidden thoughts of Mikoto?",2010,tt1735848,7.4,15.0
ts8175,Call the Midwife,SHOW,"Drama following the lives of a group of midwives working in the poverty-stricken East End of London during the 1950s, based on the best-selling memoirs of Jennifer Worth.",2012,tt1983079,8.5,25562.0
tm170758,Hop,MOVIE,"E.B., the Easter Bunny's teenage son, heads to Hollywood, determined to become a drummer in a rock 'n' roll band. In L.A., he's taken in by Fred after the out-of-work slacker hits E.B. with his car.",2011,tt1411704,5.4,33734.0
tm166064,"Crazy, Stupid, Love.",MOVIE,"Cal Weaver is living the American dream. He has a good job, a beautiful house, great children and a beautiful wife, named Emily. Cal's seemingly perfect life unravels, however, when he learns that Emily has been unfaithful and wants a divorce. Over 40 and suddenly single, Cal is adrift in the fickle world of dating. Enter, Jacob Palmer, a self-styled player who takes Cal under his wing and teaches him how to be a hit with the ladies.",2011,tt1570728,7.4,507878.0
ts20564,New Girl,SHOW,"Jessica Day is an offbeat and adorable girl in her late 20s who, after a bad breakup, moves in with three single guys. Goofy, positive, vulnerable and honest to a fault, Jess has faith in people, even when she shouldn't. Although she's dorky and awkward, she's comfortable in her own skin. More prone to friendships with women, she's not used to hanging with the boysÃ¢â‚¬â€especially at home.",2011,tt1826940,7.7,216209.0
ts278,Black Mirror,SHOW,"A contemporary British re-working of The Twilight Zone with stories that tap into the collective unease about our modern world.Ã‚Â 

Over the last ten years, technology has transformed almost every aspect of our lives before we've had time to stop and question it. In every home; on every desk; in every palm - a plasma screen; a monitor; a smartphone - a black mirror of our 21st Century existence.",2011,tt2085059,8.8,515577.0
tm170442,Margin Call,MOVIE,A thriller that revolves around the key people at an investment bank over a 24-hour period during the early stages of the financial crisis.,2011,tt1615147,7.1,125883.0
tm41792,Django Unchained,MOVIE,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",2012,tt1853728,8.4,1472668.0
ts21580,Longmire,SHOW,A Wyoming sheriff rebuilds his life and career following the death of his wife. Based on the Ã¢â‚¬Å“Walt LongmireÃ¢â‚¬Â series of mystery novels written by best-selling author Craig Johnson.,2012,tt1836037,8.3,34362.0
tm50018,Looper,MOVIE,"In the futuristic action thriller Looper, time travel will be invented but it will be illegal and only available on the black market. When the mob wants to get rid of someone, they will send their target 30 years into the past where a looper, a hired gun, like Joe is waiting to mop up. Joe is getting rich and life is good until the day the mob decides to close the loop, sending back Joe's future self for assassination.",2012,tt1276104,7.4,566791.0
ts20660,Shameless,SHOW,"Chicagoan Frank Gallagher is the proud single dad of six smart, industrious, independent kids, who without him would be... perhaps better off. When Frank's not at the bar spending what little money they have, he's passed out on the floor. But the kids have found ways to grow up in spite of him. They may not be like any family you know, but they make no apologies for being exactly who they are.",2011,tt1586680,8.6,230243.0
ts21806,Happy Endings,SHOW,"A fresh and funny take on modern friendship and what one urban family will do to stay friends after the perfect couple who brought them all together break up on their wedding day. The failed wedding forces them all to question their life choices. Then there are Alex and Dave themselves, who strike a truce and must learn to live with the changes their breakup has brought.",2011,tt2311579,7.8,37778.0
tm60292,Argo,MOVIE,"As the Iranian revolution reaches a boiling point, a CIA 'exfiltration' specialist concocts a risky plan to free six Americans who have found shelter at the home of the Canadian ambassador.",2012,tt1024648,7.7,600392.0
ts27680,Last Tango in Halifax,SHOW,"Celia and Alan are both widowed and in their seventies. When their respective grandsons put their details on Facebook, they rediscover a passionate relationship that started over sixty years ago.",2012,tt2216156,8.3,6844.0
tm164877,Midnight in Paris,MOVIE,A romantic comedy about a family traveling to the French capital for business. The party includes a young engaged couple forced to confront the illusion that a life different from their own is better.,2011,tt1605783,7.7,413541.0
ts21599,Ink Master,SHOW,"Hosted by rock legend Dave Navarro and judged by icons of the tattoo world, Chris NÃƒÂºÃƒÂ±ez and Oliver Peck, a group of the country's most creative and skilled tattoo artists compete for a hundred thousand dollars and the title of Ink Master. The stakes couldn't be higher with ""living canvasses"" donating their skin to be permanently marked in this adrenalized competition elimination.",2012,tt1865740,7.4,3874.0
ts33338,Top Boy,SHOW,"A thrilling and raw crime drama following a gang of drug dealers in Hackney, London - an honest and gripping rendition of inner-city drug and gang culture.",2011,tt1830379,8.4,22420.0
