tm1036797,Sardar Ka Grandson,MOVIE,"A devoted grandson's mission to reunite his ailing grandmother with her ancestral home turns into a complicated, comic cross-border affair.",2021,tt11213600,4.30000019073486,4496,2020s
tm103732,Udaan,MOVIE,"Upon returning to his industrial hometown, a young man must decide whether to follow his own dreams or acquiesce to his father's plans for his future.",2010,tt1639426,8.10000038146973,44556,2010s
tm1037519,The Guide to the Perfect Family,MOVIE,"A couple in QuÃƒÂ©bec deals with the pitfalls, pressure and high expectations of raising kids in a society obsessed with success and social media image.",2021,tt11991786,6.40000009536743,1632,2020s
tm1037687,Dancing Queens,MOVIE,"The story of Dylan Pettersson, a 23-year-old girl from a small island in the Swedish archipelago with big dancing aspirations.",2021,tt13032716,5.59999990463257,1672,2020s
tm1037704,Resort to Love,MOVIE,Aspiring pop star Erica ends up as the entertainment at her ex-fiancÃƒÂ©Ã¢â‚¬â„¢s wedding after reluctantly taking a gig at a luxurious island resort while in the wake of a music career meltdown.,2021,tt12929990,5.69999980926514,5586,2020s
tm1038327,Beckett,MOVIE,An American tourist in Greece finds himself on the run after a tragic accident plunges him into a political conspiracy that makes him a target for assassination.,2021,tt10230994,5.59999990463257,25253,2020s
tm1038344,Awake,MOVIE,"After a sudden global event wipes out all electronics and takes away humankindÃ¢â‚¬â„¢s ability to sleep, chaos quickly begins to consume the world. Only Jill, an ex-soldier with a troubled past, may hold the key to a cure in the form of her own daughter. The question is, can Jill safely deliver her daughter and save the world before she herself loses her mind.",2021,tt10418662,4.80000019073486,20828,2020s
tm1038355,The Last Mercenary,MOVIE,A legendary secret service agent comes out of hiding and returns to France to help the son he's never met get out of trouble.,2021,tt12808182,5.30000019073486,8276,2020s
tm1038363,America: The Motion Picture,MOVIE,A chainsaw-wielding George Washington teams with beer-loving bro Sam Adams to take down the Brits in a tongue-in-cheek riff on the American Revolution.,2021,tt6733874,5.59999990463257,6165,2020s
tm1038364,Ghost Lab,MOVIE,"After witnessing a haunting in their hospital, two doctors become dangerously obsessed with obtaining scientific proof that ghosts exist.",2021,tt13446126,5.19999980926514,1367,2020s
tm1038369,Good on Paper,MOVIE,"After years of putting her career ahead of love, stand-up comic Andrea Singer has stumbled upon the perfect guy. On paper, he checks all the boxes but is he everything he appears to be?",2021,tt8231668,5.59999990463257,11401,2020s
tm1038686,Bo Burnham: Inside,MOVIE,"Stuck in COVID-19 lockdown, US comedian and musician Bo Burnham attempts to stay sane and happy by writing, shooting and performing a one-man comedy special.",2021,tt14545352,8.69999980926514,44074,2020s
tm1039168,Cinema Bandi,MOVIE,A struggling rickshaw driverÃ¢â‚¬â„¢s life takes a rollicking turn when he comes upon an expensive camera and decides to make a film with his fellow villagers.,2021,tt14558738,8,2416,2020s
tm1039422,Nail Bomber: Manhunt,MOVIE,"This documentary examines the 1999 London bombings that targeted Black, Bangladeshi and gay communities, and the race to find the far-right perpetrator. He terrorized a city, seeking to ignite a race war but justice was served by those who wouldn't let his hate win.",2021,tt12939812,6.30000019073486,2086,2020s
tm1040337,Security,MOVIE,"After the assault of a young woman in their seaside town, a security expert and his family get caught in a powerful riptide of secrets and lies.",2021,tt11892916,5,1935,2020s
tm1040671,Marilyn's Eyes,MOVIE,"Clara and Diego, under the guidance of the psychiatrist of a day rehabilitation center for disturbed people who attend, decide to transform the treatment center into a restaurant, involving all their other companions.",2021,tt13313408,6.59999990463257,1215,2020s
tm1041543,Breaking Boundaries: The Science of Our Planet,MOVIE,David Attenborough and scientist Johan RockstrÃƒÂ¶m examine Earth's biodiversity collapse and how this crisis can still be averted.,2021,tt14539726,7.80000019073486,2534,2020s
tm1042481,Riverdance: The Animated Adventure,MOVIE,A young Irish boy named Keegan and Spanish girl named Moya journey into a magical world of the Megaloceros Giganteus who teach them to appreciate Riverdance as a celebration of life. Based on the stage show phenomenon of the same name and featuring Bill WhelanÃ¢â‚¬â„¢s multi-platinum Grammy Award-winning music.,2021,tt10841088,5.5,1700,2020s
tm1043290,Murder by the Coast,MOVIE,"In 1999, teen RocÃƒÂ­o Wanninkhof is murdered. Her mother's ex-partner, Dolores VÃƒÂ¡zquez, is suspected. Did she do it? A second victim reveals the truth.",2021,tt13323092,6.5,2054,2020s
tm104349,The Unjust,MOVIE,An honest cop has to compromise with his principles when he is told to find a scapegoat for a high-profile serial killer case in exchange for a big promotion.,2010,tt1843120,6.59999990463257,2139,2010s
tm1043537,Operation Mincemeat,MOVIE,"In 1943, two British intelligence officers concoct Operation Mincemeat, wherein their plan to drop a corpse with false papers off the coast of Spain would fool Nazi spies into believing the Allied forces were planning to attack by way of Greece rather than Sicily.",2022,tt1879016,6.90000009536743,1972,2020s
tm1045741,Blue Miracle,MOVIE,"To save their cash-strapped orphanage, a guardian and his kids partner with a washed-up boat captain for a chance to win a lucrative fishing competition.",2021,tt7084386,6.59999990463257,6432,2020s
tm1046026,The Trip,MOVIE,"A dysfunctional couple head to a remote lakeside cabin under the guise of reconnecting, but each has secret designs to kill the other. Before they can carry out their respective plans, unexpected visitors arrive and the couple is faced with a greater danger than anything they could have plotted.",2021,tt13109952,6.90000009536743,19706,2020s
tm1046264,The Vault,MOVIE,"When an engineer (Freddie Highmore) learns of a mysterious, impenetrable fortress hidden under The Bank of Spain, he joins a crew of master thieves who plan to steal the legendary lost treasure locked inside while the whole country is distracted by Spain's World Cup Final. With thousands of soccer fans cheering in the streets, and security forces closing in, the crew have just minutes to pull off the score of a lifetime.",2021,tt9742794,6.40000009536743,21511,2020s
tm1046627,Hypnotic,MOVIE,"A young woman seeking self-improvement enlists the help of a renowned hypnotherapist. But after a handful of intense sessions, she discovers unexpected and deadly consequences.",2021,tt12383460,5.30000019073486,14887,2020s
tm1046932,Kate,MOVIE,A ruthless criminal operative has less than 24 hours to exact revenge on her enemies and in the process forms an unexpected bond with the daughter of one of her past victims.,2021,tt7737528,6.19999980926514,57689,2020s
tm1048362,Army of Thieves,MOVIE,A mysterious woman recruits bank teller Ludwig Dieter to lead a group of aspiring thieves on a top-secret heist during the early stages of the zombie apocalypse.,2021,tt13024674,6.40000009536743,71036,2020s
tm104880,Louis C.K.: Hilarious,MOVIE,"In this unique and dynamic live concert experience, Louis C.K.'s exploration of life after 40 destroys politically correct images of modern life with thoughts we have all had...but would rarely admit to.",2010,tt1421373,8.39999961853027,11973,2010s
tm1049155,Bordertown: The Mural Murders,MOVIE,"A mural painted with blood is found on the wall of Pasila train station, which depicts Finland's best-known serial killer Lasse Maasalo. The text in the mural, Ã¢â‚¬Å“Making the world a better placeÃ¢â‚¬Â, is linked to a voting circulating in social media, where people can vote for persons that world would be a better place without. Soon the first body is found and Sorjonen must find the person who has named himself as The Judge.",2021,tt15393650,6.19999980926514,2074,2020s
tm1049290,In for a Murder,MOVIE,"Magda, who long ago abandoned her career for the sake of her family, lives in Podkowa Lesna, near Warsaw. One evening, she accidentally discovers the body of a murdered woman in a park. The deceased has a W-shaped pendant around her neck - identical to the one belonging to her long-lost friend, Weronika. In the background of the murder, there are famous names of a businessman and a candidate for senator. The official investigation is conducted by commissioner Jacek Sikora, Magda's former friend, once in love with her. Since his biggest challenge so far has been bicycle thieves, the corpse in the park is far beyond him. Magda, a compulsive crime fiction reader, begins her own investigation. On the trail of the murderer and unraveling the mystery, their paths will cross many times. A handsome veterinarian will also appear on the horizon.",2021,tt13377488,5.30000019073486,1394,2020s
tm1052498,Aileen Wuornos: American Boogeywoman,MOVIE,"Based on Aileen Wuornos's early life, America's most notorious female serial killer, back in 1976 a young Aileen arrives in Florida searching for a new life that will help her escape her tragic past, marries a wealthy Yacht Club president and has the chance to start again as part of Florida's high society. But tormented by inner demons she surrenders to her murderous impulses and wreaks havoc in the peaceful community of Deland, Florida.",2021,tt14265992,3.59999990463257,1349,2020s
tm105278,Inuyasha the Movie 2: The Castle Beyond the Looking Glass,MOVIE,"With their most formidable foe vanquished, Inuyasha and his comrades begin returning to their everyday lives. But their peace is fleeting as another adversary emerges: Kaguya, the self-proclaimed princess from the Moon of Legend, hatches a plot to plunge the world into an eternal night of the full moon. Inuyasha, Kagome, Miroku, Sango and Shippou must reunite to confront the new menace.",2002,tt0366621,7.30000019073486,2127,2000s
tm105329,Road to Perdition,MOVIE,"Mike Sullivan works as a hit man for crime boss John Rooney. Sullivan views Rooney as a father figure, however after his son is witness to a killing, Mike Sullivan finds himself on the run in attempt to save the life of his son and at the same time looking for revenge on those who wronged him.",2002,tt0257044,7.69999980926514,263212,2000s
tm105716,Chaahat,MOVIE,"Roop and his father come to the city for medical treatment where Reshma falls in love with Roop. However, Roop loves Pooja but when Reshma threatens to kill herself, Roop agrees to marry her.",1996,tt0172234,5.5,2837,1990s
tm106278,Everything Must Go,MOVIE,"When an alcoholic relapses, causing him to lose his wife and his job, he holds a yard sale on his front lawn in an attempt to start over. A new neighbor might be the key to his return to form.",2011,tt1531663,6.40000009536743,50431,2010s
tm1063013,The Father Who Moves Mountains,MOVIE,"Mircea, former Intelligence officer, finds out that his son from has gone missing in the mountains. He travels there to find him. After days of searches, Mircea put his own rescue team together, leading to conflict with the local squad.",2021,tt8886670,5.5,3385,2020s
tm1063652,Intrusion,MOVIE,"A woman moves to a small town with her husband, but is rattled when she is targeted for a home invasion.",2021,tt5563324,5.30000019073486,15464,2020s
tm1064065,Black Crab,MOVIE,"In a post-apocalyptic world, six soldiers on a covert mission must transport a mysterious package across a frozen archipelago. Noomi Rapace stars.",2022,tt6708668,5.59999990463257,17101,2020s
tm1064228,Fatherhood,MOVIE,"A widowed new dad copes with doubts, fears, heartache and dirty diapers as he sets out to raise his daughter on his own. Inspired by a true story.",2021,tt4733624,6.59999990463257,34661,2020s
tm1064532,Deep,MOVIE,Four insomniac med school students are lured into a neuroscience experiment that spirals out of control and must find a way out before itÃ¢â‚¬â„¢s too late.,2021,tt14880258,4.80000019073486,1380,2020s
tm106462,Happy Gilmore,MOVIE,"Failed hockey player-turned-golf whiz Happy Gilmore -- whose unconventional approach and antics on the grass courts the ire of rival Shooter McGavin -- is determined to win a PGA tournament so he can save his granny's house with the prize money. Meanwhile, an attractive tour publicist tries to soften Happy's image.",1996,tt0116483,7,217534,1990s
tm1065788,Last Summer,MOVIE,"For Deniz, a 16-year-old teenager, this summer is different from the others. Deniz, who goes to his family's summer house every year, falls in love with a young girl named AslÃ„Â±. Trying to get closer to AslÃ„Â±, Deniz realizes that a handsome young man, Burak, also likes AslÃ„Â±.",2021,tt13067004,6.30000019073486,2774,2020s
tm106625,"LSD: Love, Sex aur Dhokha",MOVIE,"A video camcorder, a store security camera, and concealed cameras candidly expose lives in three loosely linked tales.",2010,tt1608777,7.19999980926514,5645,2010s
tm1066826,Diana: The Musical,MOVIE,A princess is thrust onto the world stage. The tabloid media is captivated by her beauty and vulnerability. The globe's most celebrated monarchy is disrupted. This is the story of the most princess woman of the modern age as she struggles to endure a spotlight brighter than any the world had ever known.,2021,tt12885272,4.30000019073486,1189,2020s
tm1067260,Tughlaq Durbar,MOVIE,"A budding politician has devious plans to rise in the ranks, until he suddenly develops an alter ego that interferes with his every crooked move.",2021,tt9769668,5.40000009536743,1566,2020s
