id,title,type,description,release_year,imdb_id,imdb_score,imdb_votes
tm849022,Hillbilly Elegy,MOVIE,"An urgent phone call pulls a Yale Law student back to his Ohio hometown, where he reflects on three generations of family history and his own future.",2020,tt6772802,6.7,40703.0
ts225651,Feel Good,SHOW,Recovering addict and comedian Mae tries to control the addictive behaviors and intense romanticism that permeate every facet of her life. Life is further complicated by a new and all-consuming relationship with her new girlfriend George.,2020,tt10098620,7.5,10317.0
ts304505,Love Is Blind,SHOW,"Singles who want to be loved for who they are, rather than what they look like, have signed up for a less conventional approach to modern dating.",2020,tt11704040,6.1,7655.0
tm840196,The Trial of the Chicago 7,MOVIE,What was supposed to be a peaceful protest turned into a violent clash with the police. What followed was one of the most notorious trials in history.,2020,tt1070874,7.7,170728.0
ts287836,Into the Night,SHOW,"When the sun suddenly starts killing everything in its path, passengers on an overnight flight from Brussels attempt to survive by any means necessary.",2020,tt10919486,7.1,30746.0
ts235758,Never Have I Ever,SHOW,"The complicated life of a modern-day first generation Indian American teenage girl, inspired by Mindy Kaling's own childhood.",2020,tt10062292,7.8,45346.0
ts224303,The Daily Life of the Immortal King,SHOW,"As a cultivation genius who has achieved a new realm every two years since he was a year old, Wang Ling is a near-invincible existence with prowess far beyond his control. But now that heÃ¢â‚¬â„¢s sixteen, he faces his greatest battle yet Ã¢â‚¬â€œ Senior High School. With one challenge after another popping up, his plans for a low-key high school life seem further and further awayÃ¢â‚¬Â¦",2020,tt11755260,7.2,1211.0
tm849004,Eurovision Song Contest: The Story of Fire Saga,MOVIE,"Two small-town aspiring musicians chase their pop star dreams at a global music competition, where high stakes, scheming rivals and onstage mishaps test their bond.",2020,tt8580274,6.5,91043.0
ts242210,The Cursed,SHOW,"Im Jin Hee is a gung ho reporter, out to do the ring thing. She covers a violent case involving Forest, the biggest IT company in South Korea. The chairman of Forest is Jin Jong Hyun. He relies heavily on shamanism. During her investigation, Im Jin Hee learns of a spiritual consulting company that is affiliated with Forest. The head of that affiliate company is Jin Kyung. While trying to reveal the secret behind Forest, Im Jin Hee meets So Jin. She is possessed by a spirit and she has a special ability.",2020,tt11841276,7.1,395.0
ts252758,Get Organized with The Home Edit,SHOW,"Expert home organizers Clea and Joanna help celebrities and everyday clients edit, categorize and contain their clutter to create stunning spaces.",2020,tt10834478,5.3,1454.0
tm453862,The Call,MOVIE,"Connected by phone in the same home but 20 years apart, a serial killer puts another womanÃ¢â‚¬â„¢s past Ã¢â‚¬â€ and life Ã¢â‚¬â€ on the line to change her own fate.",2020,tt10530176,7.1,29450.0
ts237107,Sweet Magnolias,SHOW,"Lifelong friends Maddie, Helen and Dana Sue lift each other as they juggle relationships, family and careers in the small, Southern town of Serenity.",2020,tt9077540,7.3,17435.0
ts219660,Alice in Borderland,SHOW,A group of bored delinquents are transported to a parallel dimension as part of a survival game.,2020,tt10795658,7.6,47651.0
tm943790,Summerland,MOVIE,A woman during the Second World War opens her heart to an evacuee after initially resolving to be rid of him.,2020,tt6841122,7.0,6052.0
tm847085,The Social Dilemma,MOVIE,"This documentary-drama hybrid explores the dangerous human impact of social networking, with tech experts sounding the alarm on their own creations.",2020,tt11464826,7.6,79674.0
ts88379,Dracula,SHOW,"Transylvania, 1897. The blood-drinking Count Dracula is drawing his plans against Victorian London. And be warned: the dead travel fast.",2020,tt9165388,6.8,45971.0
tm821789,Mank,MOVIE,1930s Hollywood is re-evaluated through the eyes of scathing social critic and alcoholic screenwriter Herman J. Mankiewicz as he races to finish the screenplay of Citizen Kane (1941).,2020,tt10618286,6.8,71244.0
tm834851,I Care a Lot,MOVIE,A crooked legal guardian who drains the savings of her elderly wards meets her match when a woman she tries to swindle turns out to be more than she first appears.,2020,tt9893250,6.3,128172.0
tm845489,His House,MOVIE,"After making a harrowing escape from war-torn South Sudan, a young refugee couple struggle to adjust to their new life in a small English town that has an unspeakable evil lurking beneath the surface.",2020,tt8508734,6.5,38870.0
tm818266,The Forgotten Battle,MOVIE,"1944, the Second World War. A British glider pilot, a Dutch boy fighting on the German side and a Dutch female resistance member all end up involved in the Battle of the Schelde. Their choices differ, but their goal is the same: freedom.",2020,tt10521092,7.1,26368.0
tm911973,Enola Holmes,MOVIE,"While searching for her missing mother, intrepid teen Enola Holmes uses her sleuthing skills to outsmart big brother Sherlock and help a runaway lord.",2020,tt7846844,6.6,160806.0
tm832916,The Midnight Sky,MOVIE,"This post-apocalyptic tale follows Augustine, a lonely scientist in the Arctic, as he races to stop Sully and her fellow astronauts from returning home to a mysterious global catastrophe.",2020,tt10539608,5.6,81513.0
ts246072,Barbarians,SHOW,"Three people's fates are interwoven in the Battle of the Teutoburg Forest in 9 A.D., during which Germanic warriors halt the spread of the Roman Empire.",2020,tt9184986,7.2,23180.0
ts221200,The Haunting of Bly Manor,SHOW,"After an au pairÃ¢â‚¬â„¢s tragic death, Henry Wingrave hires a young American nanny to care for his orphaned niece and nephew who reside at Bly Manor with the estateÃ¢â‚¬â„¢s chef Owen, groundskeeper Jamie and housekeeper, Mrs. Grose. But all is not as it seems at the manor, and centuries of dark secrets of love and loss are waiting to be unearthed in this chilling tale.",2020,tt10970552,7.3,96015.0
tm849003,The Old Guard,MOVIE,Four undying warriors who've secretly protected humanity for centuries become targeted for their mysterious powers just as they discover a new immortal.,2020,tt7556122,6.6,155135.0
ts88577,Hollywood,SHOW,A group of aspiring actors and filmmakers in post-World War II Hollywood try to make it big Ã¢â‚¬â€ no matter the cost.,2020,tt9827854,7.5,35067.0
tm916405,The Outpost,MOVIE,"A small unit of U.S. soldiers, alone at the remote Combat Outpost Keating, located deep in the valley of three mountains in Afghanistan, battles to defend against an overwhelming force of Taliban fighters in a coordinated attack. The Battle of Kamdesh, as it was known, was the bloodiest American engagement of the Afghan War in 2009 and Bravo Troop 3-61 CAV became one of the most decorated units of the 19-year conflict.",2020,tt3833480,6.8,31819.0
ts84661,Cursed,SHOW,"In this fresh take on the Arthurian legend, teenager Nimue joins forces with mercenary Arthur on a quest to find Merlin and deliver an ancient sword.",2020,tt8210856,5.8,29446.0
tm496322,Extraction,MOVIE,"Tyler Rake, a fearless black market mercenary, embarks on the most deadly extraction of his career when he's enlisted to rescue the kidnapped son of an imprisoned international crime lord.",2020,tt8936646,6.7,192132.0
ts241486,PokÃƒÂ©mon Journeys: The Series,SHOW,"Young trainer Ash and his new friend Goh become research fellows at Professor Cerise's laboratory, traveling all over the world to learn about PokÃƒÂ©mon.",2020,tt14033496,6.9,472.0
ts107724,The Defeated,SHOW,Max McLaughlin is an American cop who arrives in Berlin in the summer of 1946 to help create a police force in the chaotic aftermath of the war.,2020,tt8879894,7.0,5597.0
tm499045,Occupation: Rainfall,MOVIE,"Two years after aliens land on Earth, survivors from Sydney, Australia, fight in a desperate war as the number of casualties continue to grow.",2020,tt8615822,5.6,14122.0
ts103133,I Am Not Okay with This,SHOW,"Sydney is a teenage girl navigating the trials and tribulations of high school while dealing with the complexities of her family, her budding sexuality, and mysterious superpowers just beginning to awaken deep within her.",2020,tt9446688,7.5,56459.0
ts227305,Tiger King,SHOW,A zoo owner spirals out of control amid a cast of eccentric characters in this true murder-for-hire story from the underworld of big cat breeding.,2020,tt11823076,7.5,76961.0
tm820190,#Alive,MOVIE,"As a grisly virus rampages a city, a lone man stays locked inside his apartment, digitally cut off from seeking help and desperate to find a way out.",2020,tt10620868,6.3,37199.0
ts225522,Unorthodox,SHOW,A Hasidic Jewish woman in Brooklyn flees to Berlin from an arranged marriage and is taken in by a group of musicians -- until her past comes calling.,2020,tt7607544,8.0,74118.0
tm943774,The Old Ways,MOVIE,"Cristina, a journalist of Mexican origin, travels to her ancestral home in Veracruz to investigate a story of sorcery and healing. There, she is kidnapped by a group of locals who claim she's the devil incarnated.",2020,tt12829958,5.4,5708.0
tm470240,The Half of It,MOVIE,"Shy, straight-A student Ellie is hired by sweet but inarticulate jock Paul, who needs help wooing the most popular girl in school. But their new and unlikely friendship gets tricky when Ellie discovers she has feelings for the same girl.",2020,tt9683478,6.9,34959.0
ts89210,Warrior Nun,SHOW,"After waking up in a morgue, an orphaned teen discovers she now possesses superpowers as the chosen Halo-Bearer for a secret sect of demon-hunting nuns.",2020,tt9059350,6.8,29164.0
ts104401,Ragnarok,SHOW,A small Norwegian town experiencing warm winters and violent downpours seems to be headed for Ragnarok -- unless someone intervenes in time.,2020,tt9251798,7.5,36185.0
tm927718,The Paper Tigers,MOVIE,Three middle aged men polish their martial arts skills to avenge their fallen master.,2020,tt6060444,6.3,4144.0
tm919961,Pieces of a Woman,MOVIE,"When a young mother's home birth ends in unfathomable tragedy, she begins a year-long odyssey of mourning that fractures relationships with loved ones in this deeply personal story of a woman learning to live alongside her loss.",2020,tt11161474,7.0,47795.0
tm925486,Jiu Jitsu,MOVIE,"Every six years, an ancient order of jiu-jitsu fighters joins forces to battle a vicious race of alien invaders. But when a celebrated war hero goes down in defeat, the fate of the planet and mankind hangs in the balance.",2020,tt9624766,2.9,8502.0
tm456436,Bad Trip,MOVIE,Two pals embark on a road trip full of funny pranks that pull real people into mayhem.,2020,tt9684220,6.5,23979.0
ts90729,Away,SHOW,"American astronaut Emma Green must leave her husband and teenage daughter behind to command an international space crew embarking upon a treacherous mission. A series about hope, humanity and how we need one another if we are to achieve impossible things.",2020,tt8787802,6.6,23706.0
ts224859,The Pharmacist,SHOW,"After his son's tragic death, a Louisiana pharmacist goes to extremes to expose the rampant corruption behind the opioid addiction crisis.",2020,tt11600174,7.7,6989.0
ts103329,Ghost in the Shell: SAC_2045,SHOW,"After a global financial crisis, the world is engulfed in an AI-driven ""sustainable war."" It's up to Section 9 to counter new forms of cyber threats.",2020,tt9466298,6.2,2020.0
tm927037,The Water Man,MOVIE,"Hoping to save his sick mother, a boy named Gunner and his friend Jo venture into the remote Wild Horse forest to search for a mythical figure who possesses the secret to immortality. When they go missing, Gunner's father Amos must immerse himself in his son's world to find them.",2020,tt4779326,5.4,3641.0
tm443615,Rebecca,MOVIE,"After a whirlwind romance with a wealthy widower, a naÃƒÂ¯ve bride moves to his family estate but can't escape the haunting shadow of his late wife.",2020,tt2235695,6.0,40447.0
tm843444,Da 5 Bloods,MOVIE,Four African-American Vietnam veterans return to Vietnam. They are in search of the remains of their fallen squad leader and the promise of buried treasure. These heroes battle forces of humanity and nature while confronted by the lasting ravages of the immorality of the Vietnam War.,2020,tt9777644,6.5,50236.0
tm919864,The Disciple,MOVIE,"Self-doubt, sacrifice and struggle converge into an existential crisis for a devoted classical vocalist as the mastery he strives for remains elusive.",2020,tt11423784,7.1,2471.0
tm927480,Kiss the Ground,MOVIE,"Sheds light on an alternative approach to farming called Ã¢â‚¬Å“regenerative agricultureÃ¢â‚¬Â that could balance our climate, replenish our vast water supplies, and feed the world.",2020,tt8618654,8.19999999999999,6607.0
tm983787,Ava,MOVIE,A black ops assassin is forced to fight for her own survival after a job goes dangerously wrong.,2020,tt8784956,5.4,53131.0
ts249891,The Comey Rule,SHOW,"An immersive, behind-the-headlines account of the historically turbulent events surrounding the 2016 presidential election and its aftermath, which divided a nation. This two-part biopic tells the story of two powerful figures, Comey and Trump, whose strikingly different personalities, ethics and loyalties put them on a collision course.",2020,tt9174536,7.4,8598.0
ts236531,Too Hot to Handle,SHOW,"On the shores of paradise, gorgeous singles meet and mingle. But thereÃ¢â‚¬â„¢s a twist. To win a $100,000 grand prize, theyÃ¢â‚¬â„¢ll have to give up sex.",2020,tt12004280,4.6,12001.0
tm850404,The Night Clerk,MOVIE,"Hotel night clerk Bart Bromley is a highly intelligent young man on the Autism spectrum. When a woman is murdered during his shift, Bart becomes the prime suspect. As the police investigation closes in, Bart makes a personal connection with a beautiful guest named Andrea, but soon realises he must stop the real murderer before she becomes the next victim.",2020,tt7979142,5.5,14600.0
tm821143,Ma Rainey's Black Bottom,MOVIE,Tensions rise when trailblazing blues singer Ma Rainey and her band gather at a recording studio in Chicago in 1927.,2020,tt10514222,6.9,50275.0
ts82912,Ratched,SHOW,"An origins story, beginning in 1947, which follows Ratched's journey and evolution from nurse to full-fledged monster tracking her murderous progression through the mental health care system.",2020,tt7423538,7.2,52731.0
tm460124,"Yes, God, Yes",MOVIE,"Alice, a young innocent Catholic girl, is tempted into masturbating after an AOL chat suddenly turns sexual, however is conflicted as the act would be considered a sin.",2020,tt8949056,6.1,14496.0
tm678022,The Prom,MOVIE,A troupe of hilariously self-obsessed theater stars swarm into a small conservative Indiana town in support of a high school girl who wants to take her girlfriend to the prom.,2020,tt10161886,5.9,26197.0
ts250801,Dark Desire,SHOW,"Married Alma spends a fateful weekend away from home that ignites passion, ends in tragedy and leads her to question the truth about those close to her.",2020,tt12540080,6.5,7135.0
ts281928,Unsolved Mysteries,SHOW,"Real cases of perplexing disappearances, shocking murders and paranormal encounters fuel this gripping revival of the iconic documentary series.",2020,tt9642938,7.3,9391.0
tm433462,We Summon the Darkness,MOVIE,Three best friends attending a heavy-metal show cross paths with sadistic killers after they travel to a secluded country home for an after party.,2020,tt8058874,5.2,10056.0
tm464662,Tread,MOVIE,"Pushed to his breaking point, a master welder in a small town at the foot of the Rocky Mountains quietly fortifies a bulldozer with 30 tons of concrete and steel and seeks to destroy those he believes have wronged him.",2020,tt5807330,7.1,2861.0
tm417055,Radium Girls,MOVIE,Young women toiling in a factory are exposed to hazardous material which takes a disastrous toll on their health.,2020,tt6317180,6.2,1659.0
tm886464,The Wrong Missy,MOVIE,"A guy meets the woman of his dreams and invites her to his company's corporate retreat, but realizes he sent the invite to the wrong person.",2020,tt9619798,5.7,38647.0
tm853783,David Attenborough: A Life on Our Planet,MOVIE,"The story of life on our planet by the man who has seen more of the natural world than any other. In more than 90 years, Attenborough has visited every continent on the globe, exploring the wild places of our planet and documenting the living world in all its variety and wonder. Addressing the biggest challenges facing life on our planet, the film offers a powerful message of hope for future generations.",2020,tt11989890,9.0,31180.0
tm935309,Skylines,MOVIE,"When a virus threatens to turn the now earth-dwelling friendly alien hybrids against humans, Captain Rose Corley must lead a team of elite mercenaries on a mission to the alien world in order to save what's left of humanity.",2020,tt9387250,4.7,7971.0
ts223404,It's Okay to Not Be Okay,SHOW,"Desperate to escape from his emotional baggage and the heavy responsibility heÃ¢â‚¬â„¢s had all his life, a psychiatric ward worker begins to heal with help from the unexpectedÃ¢â‚¬â€a woman who writes fairy tales but doesnÃ¢â‚¬â„¢t believe in them.",2020,tt12451520,8.6,21104.0
tm824477,Over the Moon,MOVIE,"In this animated musical, a girl builds a rocket ship and blasts off, hoping to meet a mythical moon goddess.",2020,tt7488208,6.3,21562.0
ts82851,Messiah,SHOW,A wary CIA officer investigates a charismatic man who sparks a spiritual movement and stirs political unrest. Who exactly is he? And what does he want?,2020,tt7671598,7.6,42018.0
ts221749,Dorohedoro,SHOW,"The story revolves around Kaiman, who does not remember who he was before he was transfigured by a Magic user. This transformation left him with a reptile's head, and a desire to find out the truth about who he really is. Accompanied by Nikaido, his female companion, he tracks down Magic Users in ""The Hole"" and unceremoniously chomps down on their head, hoping to find out who it was that put him in this state. One by one, they witness this ""second man"" inside the head of Kaiman, and after pulling them back out of his mouth he asks them all a question... ""What did the guy inside my head say?""",2020,tt11147852,8.1,7813.0
tm443179,All the Bright Places,MOVIE,Two teens facing personal struggles form a powerful bond as they embark on a cathartic journey chronicling the wonders of Indiana.,2020,tt3907584,6.5,28355.0
ts223981,Cheer,SHOW,"The stakes on the mat are high, but for these cheerleaders, the only thing more brutal than their workouts and more exceptional than their performances are the stories of adversity and triumph behind the athletes themselves.",2020,tt11426660,8.1,6145.0
tm857430,The Occupant,MOVIE,"An unemployed executive is forced to sell his apartment. When he discovers that he still has the keys, he becomes obsessed with the family that now lives there and decides to recover the life he has lost, at any price.",2020,tt9345754,6.4,16939.0
tm878333,PokÃƒÂ©mon the Movie: Secrets of the Jungle,MOVIE,"The story of Koko, a young boy raised by PokÃƒÂ©mon, and the creation of a new bond between humans and PokÃƒÂ©mon.",2020,tt11819890,6.4,1817.0
tm845496,Crip Camp: A Disability Revolution,MOVIE,"Down the road from Woodstock in the early 1970s, a revolution blossomed in a ramshackle summer camp for disabled teenagers, transforming their young lives and igniting a landmark movement.",2020,tt8923484,7.7,7264.0
ts90937,Stateless,SHOW,"Four strangers Ã¢â‚¬â€ a flight attendant escaping a suburban cult, an Afghan refugee fleeing persecution, a young Australian father escaping a dead-end job, and a bureaucrat caught up in a national scandal Ã¢â‚¬â€ are stuck in an immigration detention center in the Australian desert. Inspired by true events.",2020,tt4878488,7.5,9218.0
ts219080,Caliphate,SHOW,"National Security agent Fatima receives a tip that a terrorist attack against Sweden is in the planning stage. Meanwhile Sulle, a teenage girl in Stockholm, gets interested in her student assistent who opens doors to a new and fascinating world - the true path.  Kalifat is a thriller about the intermingled fates of five young women who get caught up in the seducing and destroying force of religious fundamentalism.",2020,tt11398870,8.19999999999999,17735.0
ts250997,Down to Earth with Zac Efron,SHOW,"Actor Zac Efron journeys around the world with wellness expert Darin Olien in a travel show that explores healthy, sustainable ways to live.",2020,tt12585152,8.0,6446.0
ts237560,Jeffrey Epstein: Filthy Rich,SHOW,Stories from survivors fuel this docuseries examining how convicted sex offender Jeffrey Epstein used his wealth and power to carry out his abuses.,2020,tt12312250,7.1,23216.0
ts226468,Summertime,SHOW,"A modern love story set during the summer on ItalyÃ¢â‚¬â„¢s Adriatic Coast. An undeniable attraction brings together Ale and Summer, who come from very different worlds. For both, these holidays will be an unforgettable journey that will take them far from who they were before they met.",2020,tt11269886,6.0,2573.0
ts237111,Almost Happy,SHOW,"A locally famous radio host has to deal with his ex-wife, who he still loves, and his two children.",2020,tt12146940,6.8,870.0
ts255926,Dash & Lily,SHOW,"A whirlwind holiday romance builds as cynical Dash and optimistic Lily trade dares, dreams, and desires in the notebook they pass back and forth at locations all across New York City.",2020,tt11127506,7.5,16978.0
tm498803,Spenser Confidential,MOVIE,"When two Boston police officers are murdered, ex-cop Spenser teams up with his no-nonsense roommate Hawk to take down criminals.",2020,tt8629748,6.2,85270.0
ts93611,October Faction,SHOW,A semi-retired couple who work for a clandestine monster hunting agency discover dark family secrets and the truth about their employer after their magically inclined nigh adult kids reawaken a witch bent on revenge.,2020,tt8826128,6.1,10854.0
ts255104,Deaf U,SHOW,"In this reality series, a tight-knit group of Deaf and hard of hearing students share their stories and explore life at Gallaudet University.",2020,tt13070478,6.4,462.0
ts100359,Medical Police,SHOW,"Two American physicians in SÃƒÂ£o Paulo, Brazil, discover a civilization-threatening virus and are recruited as government agents in a race against time and around the world to find a cure and uncover a dark conspiracy.",2020,tt9850952,5.9,4136.0
ts243036,Selena: The Series,SHOW,"As Mexican-American Tejano singer Selena comes of age and realizes her dreams, she and her family make tough choices to hold on to love and music.",2020,tt9421868,6.9,4435.0
ts106536,White Lines,SHOW,"A woman tries to solve the mysterious death of her brother, a famous DJ who disappeared from Ibiza many years ago.",2020,tt9073958,6.6,16506.0
tm813695,After We Collided,MOVIE,"Based on the 2014 romance novel of the same name, this follows the love life of two young adults.",2020,tt10362466,5.0,29571.0
ts225101,Start-Up,SHOW,Young entrepreneurs aspiring to launch virtual dreams into reality compete for success and love in the cutthroat world of Korea's high-tech industry.,2020,tt12867810,8.1,9021.0
tm498034,The Last Blockbuster,MOVIE,"A documentary on the last remaining Blockbuster Video, located in Bend, Oregon.",2020,tt8704802,6.7,5350.0
tm845484,Dick Johnson Is Dead,MOVIE,"With this inventive portrait, director Kirsten Johnson seeks a way to keep her 86-year-old father alive forever. Utilizing moviemaking magic and her familyÃ¢â‚¬â„¢s dark humor, she celebrates Dr. Dick JohnsonÃ¢â‚¬â„¢s last years by staging fantasies of death and beyond. Together, dad and daughter confront the great inevitability awaiting us all.",2020,tt11394180,7.4,6390.0
tm934040,American Murder: The Family Next Door,MOVIE,"Using raw, firsthand footage, this documentary examines the disappearance of Shanann Watts and her children, and the terrible events that followed.",2020,tt12987894,7.2,26355.0
ts236747,Middleditch & Schwartz,SHOW,Comedy duo Thomas Middleditch and Ben Schwartz turn small ideas into epically funny stories in this series of completely improvised comedy specials.,2020,tt12027034,8.6,5147.0
ts268608,The Ripper,SHOW,"For five years, from 1975 to 1980, the Yorkshire Ripper murders cast a dark shadow over the lives of women in the North of England. 13 women were dead and the police seemed incapable of catching the killer. No one felt safe Ã¢â‚¬â€œ and every man was a suspect.",2020,tt13492374,7.1,9228.0
ts215691,Teenage Bounty Hunters,SHOW,"After joining forces with a veteran bounty hunter, sixteen-year-old fraternal twin sisters Sterling and Blair dive into the world of bail skipping baddies while still navigating the high stakes of teenage love and sex.",2020,tt10584608,7.6,10821.0
ts306090,GREAT PRETENDER,SHOW,"Supposedly JapanÃ¢â‚¬â„¢s greatest swindler, Makoto Edamura gets more than he bargained for when he tries to con Laurent Thierry, a real world-class crook.",2020,tt11680468,7.9,4635.0
tm471878,Fatima,MOVIE,"In 1917, outside the parish of FÃƒÂ¡tima, Portugal, a 10-year-old girl and her two younger cousins witness multiple visitations of the Virgin Mary, who tells them that only prayer and suffering will bring an end to World War I.  As secularist government officials and Church leaders try to force the children to recant their story, word of the sighting spreads across the country, inspiring religious pilgrims to flock to the site in hopes of witnessing a miracle..",2020,tt2197936,6.6,3032.0
tm918706,The Sleepover,MOVIE,"Two siblings who discover their seemingly normal mom is a former thief in witness protection. Mom is forced to pull one last job, and the kids team up to rescue her over the course of an action-packed night.",2020,tt10888708,5.6,10198.0
ts251782,High Score,SHOW,"This docuseries traces the history of classic video games, featuring insights from the innovators who brought these worlds and characters to life.",2020,tt12759400,7.4,7733.0
tm464351,The Last Thing He Wanted,MOVIE,"At the turning point of the Iran-Contra affair, Elena McMahon, a fearless investigative journalist covering the 1984 US presidential campaign, puts herself in danger when she abandons her assigned task in order to fulfill the last wish of her ailing father, a mysterious man whose past activities she barely knows.",2020,tt7456312,4.3,14716.0
ts215012,Kipo and the Age of Wonderbeasts,SHOW,A girl explores the possibilities in a post-apocalyptic world.,2020,tt10482560,8.3,5293.0
tm893799,Lost Bullet,MOVIE,"A small time delinquent, turned police mechanic for a go fast task force, is forced to defend his innocence when his mentor is killed by dirty cops.",2020,tt10456740,6.3,9264.0
tm925584,The Vanished,MOVIE,"A family vacation takes a terrifying turn when parents Paul and Wendy discover their young daughter has vanished without a trace. Stopping at nothing to find her, the search for the truth leads to a shocking revelation.",2020,tt9794630,5.7,10011.0
ts225787,Unabomber: In His Own Words,SHOW,"Anchored by a rare interview, this docuseries details Ted Kaczynski's path from a young intellectual to one of the most feared people in US history.",2020,tt11833494,7.2,3338.0
ts88296,Ares,SHOW,"When her friend suffers a bizarre accident, Rosa realizes the secret student society they've just joined is built on demonic secrets from Dutch history.",2020,tt8404520,5.7,4298.0
tm845549,The Reason I Jump,MOVIE,"Based on the book by a non-verbal autistic man, Naoki Higashida, filmmaker Jerry Rothwell examines the lives of five non-speaking, autistic youngsters.",2020,tt9098928,7.5,802.0
ts236501,Valeria,SHOW,A writer in a creative and marital crisis finds refuge and support in her three best friends. Based on the novels by Elisabet Benavent.,2020,tt9731288,6.5,5510.0
tm918734,Concrete Cowboy,MOVIE,"Sent to live with his estranged father for the summer, a rebellious teen finds kinship in a tight-knit Philadelphia community of Black cowboys.",2020,tt8846176,6.3,8517.0
ts256309,Aunty Donna's Big Ol House of Fun,SHOW,"Comedy trio Aunty Donna showcase their uniquely absurd and offbeat style through an array of sketches, songs and eclectic characters.",2020,tt13316746,8.0,6140.0
ts225718,La RÃƒÂ©volution,SHOW,"1787, France. While investigating a series of mysterious murders, Joseph Guillotin - the future inventor of the world famous Ã¢â‚¬ËœGuillotineÃ¢â‚¬â„¢ - uncovers an unknown virus: the Blue Blood. The disease quickly spreads amongst the French aristocracy, driving them to murder ordinary people and soon leads to a rebellion.",2020,tt13044528,6.6,5512.0
tm858954,Nobody Sleeps in the Woods Tonight,MOVIE,"Addicted to technology, a group of teens attends a rehabilitation camp in the forest, but a sinister force there intends to take them offline forever.",2020,tt11240506,4.9,11304.0
ts252856,Challenger: The Final Flight,SHOW,"Engineers, officials and the crew members' families provide their perspective on the 1986 Space Shuttle Challenger disaster and its aftermath.",2020,tt12930534,7.8,6778.0
tm828069,Calm with Horses,MOVIE,"In darkest rural Ireland, ex-boxer Douglas 'Arm' Armstrong has become the feared enforcer for the drug-dealing Devers family, whilst also trying to be a good father to his autistic five-year-old son, Jack. Torn between these two families, Arm's loyalties are truly tested when he is asked to kill for the first time.",2020,tt4460792,6.8,5396.0
