id,title,type,description,release_year,imdb_id,imdb_score,imdb_votes
tm47530,Jeans,MOVIE,"Vishu and Ramu are a pair of Indian twins living in America with their father, Rajamani. When Madhumita (Aishwarya Rai) and her brother come to America to get medical treatment for their ailing grandmother, Vishu and Ramu end up meeting them at the airport. Vishu falls in love with Madhumita, and the couple has everyone's blessing, except for Rajamani, who is estranged from his own twin brother. He only wants his sons to marry twin sisters, so Madhumita pretends to have a twin in order to please him. As Madhumita puts on a charade by creating Vaishnavi, all goes well, until Ramu falls in love with Vaishnavi. Now the truth must come out, before Madhumita has to marry both of Rajamani's twin sons.",1998,tt0151121,6.4,3567.0
tm105716,Chaahat,MOVIE,"Roop and his father come to the city for medical treatment where Reshma falls in love with Roop. However, Roop loves Pooja but when Reshma threatens to kill herself, Roop agrees to marry her.",1996,tt0172234,5.5,2837.0
tm117873,Hum Aapke Hain Koun..!,MOVIE,"Prem and Nisha meet and fall in love at the wedding of their elder siblings, but their plans to be together are put in jeopardy when Nisha's sister dies, leaving behind a baby.",1994,tt0110076,7.5,20986.0
tm189773,Maya Memsaab,MOVIE,"A frustrated housewife whose marriage to an average man does not meet her expectations enters into an affair with a younger man. Of course, there are no easy escapes from reality.",1993,tt0137100,5.4,2177.0
tm7032,Out of Life,MOVIE,"Patrick Perrault, a photo-journalist covering the war in Beirut in the late 1980s, is himself caught up in the hostilities when one day he is picked up and bundled into a car at gun-point. Blind-folded, he is taken to an unknown location where he discovers that he is being taken hostage by Lebanese guerrillas.",1991,tt0102058,6.9,365.0
tm58893,Duplicate,MOVIE,"Seeking vengeance on those who double-crossed him, an escaped prisoner impersonates an unsuspecting chef.",1998,tt0164550,5.5,7557.0
tm340430,Govindha Govindha,MOVIE,"A Tantric believes that by donating a virgin woman's head to gods crown, would bring down the universe to his feet. How the hero and heroine gets entangled in the underworld nexus, while rescuing the robbery, forms the crux of the plot.",1993,tt0192087,6.6,351.0
tm184326,Damini,MOVIE,"The theme revolves around the character Damini who represents truth and innocence. After her marriage in renowned wealthy family, Damini happens to see a cruel act done by her brother-in-law. She wants the victim to get justice, but the family including her husband oppose her, which leads her to leave the house. Soon she is helped by a drunkard, an ex-advocate, who helps her in all respect to reach to her aim and therefore justice",1993,tt0106655,7.8,3490.0
tm110225,English Babu Desi Mem,MOVIE,"Vikram Mayur is looking after his late brother's eight-year-old son and is torn between choosing to take Nandu back to England to learn his family's business, or risk throwing it all way.",1996,tt0136153,4.5,2322.0
tm21911,Sam Kinison: Live in Vegas,MOVIE,"Comedy / Music/Musical - In the town that knows no limits, Kinison gives a completely raw and uncensored performance at the very height of his career. Filled with scorching comedy, hot women and sizzling rock 'n roll, this rarely seen live show encapsulates the energy, verve and relentless brand of comedy that was unique to Kinison.",1991,tt0249934,6.6,272.0
tm118438,Anjaam,MOVIE,"After mistaking a flight attendant's attention for love, a wealthy, spoiled man becomes obsessed with her and soon tears her life apart.",1994,tt0109134,6.6,6465.0
tm62176,Mann,MOVIE,"A young woman falls in love with a handsome playboy, while aboard a Singapore to India cruise. They make plans to meet again, but fate may have other plans...",1999,tt0206921,6.1,5413.0
tm57169,Monty Python: Live at Aspen,MOVIE,"In March 1998 in Aspen, Colorado, the surviving members of the Monty Paython team - John Cleese, Terry Gilliam, Eric Idle, Terry Jones and Michael Palin - shared a stage together for the first time in 18 years. Even more remarkably, Graham Chapman was there too....in an urn! The occasion for this renuion was the US Comedy Arts Festival Tribute to Monty Python, hosted by Robert Klien in front of a live audience.",1998,tt0287570,7.8,1092.0
tm184224,Sinbad: Afros and Bellbottoms,MOVIE,"Sinbad brings the '70s back with a nostalgic stand-up special dedicated to the films, fashion and other flashbacks from that era.",1993,tt0938331,7.8,166.0
tm44776,The Other,MOVIE,"Adam is the son of a wealthy Egyptian-American family who is studying at UCLA and returns home for a brief vacation. Upon his arrival he meets beautiful reporter Hanane, with whom he begins an intense love affair, and eventually they marry. Trouble arises when Hanane' s journalistic interests lead her to the corrupt business affairs of Adam's parents, who are interested in building an American tourist compound that would allow Americans further control of Egypt's tourist industry, and make them a whole lot richer.",1999,tt0196355,5.9,987.0
tm104933,Sinbad: Son of a Preacher Man,MOVIE,"Experience veteran comedian Sinbad as he returns to his college town of Denver and performs at the Paramount Theatre for this next installment of his famed HBO Comedy Specials. Sinbad: Son of a Preacher Man is a self-styled monologue that comments on the perils of skiing, para-sailing during a bad vacation, fashion trends in lingerie, and more!",1996,tt0938333,6.7,115.0
tm203186,Children of Shatila,MOVIE,"Many people first became aware of the Shatila refugee camp in Lebanon after the shocking and horrific Sabra-Shatila massacre that took place there in 1982. Located in Beirut's ""belt of misery,"" the camp is home to 15,000 Palestinians and Lebanese who share a common experience of displacement, unemployment and poverty.  Fifty years after the exile of their grandparents from Palestine, the children of Shatila attempt to come to terms with the reality of being refugees in a camp that has survived massacre, siege and starvation.  Director Mai Masri focuses on two Palestinian children in the camp: Farah, age 11 and Issa, age 12. When these children are given video cameras, the story of the camp evolves from their personal narratives as they articulate the feelings and hopes of their generation.",1999,tt0243174,8.19999999999999,74.0
tm256669,Gumrah,MOVIE,"Roshni Chadha makes her living, singing in various places and this makes her the breadwinner of her home. She soon gets to meet the handsome and wealthy Rahul Malhotra, who finds out that she can actually sing professionally and he helps her to attain this goal, which soon became a success and Roshni falls in love with Rahul and finds out that he has the same feelings for her. On a foreign trip, Roshni is arrested by the police for having in her possession cocaine, Rahul disappears leaving Roshni in hot-soup and now she must prepare to undergo her prison terms as there is no one to help her.",1993,tt0107060,6.1,784.0
tm117840,The Emigrant,MOVIE,"The biblical tale of Joseph is told from an Egyptian perspective in this interesting character study. In this film, Joseph is called Ram. Ram, tired of his family's backward superstitious life, and tired of being picked on by his brothers, wants to go to Egypt to study agriculture. His brothers travel with him across Sinai, but then suddenly sell him to Ozir, an Egyptian who works for a Theban military leader, Amihar. Amihar is impressed by Ram's drive and personal charm and so grants Ram some desolate land outside the capital. Ram soon finds himself a pawn in the political and sexual games between Amihar and his wife Simihit, a high priestess of the Cult of Amun.",1994,tt0110545,6.5,998.0
tm334788,Yodha,MOVIE,"Suraj Singh is addicted to drugs and as a result witnessed his girlfriend being raped in front of his eyes with him being helpless, from here on he vows to put an end to all drug dealers and started to work as a hit man for an underworld don, Daaga also known as Justice Dharmesh Agnihotri. He also meets and make enemy with a lawyer, Karan Srivastav, who is looking for the murderer of his father, journalist Chandrakant. As time proceeds, Suraj and Karan would frequently get into brawls in front of the society to the extent that each of them will now do anything to kill the other. Unknown to both that one person is responsible for there lives being upside down and he is under the veil of respectability - non other than Justice Dharmesh Agnihotri alias Dagga.",1991,tt0267130,4.5,198.0
tm110160,Avvai Shanmugi,MOVIE,"A divorced husband desperately misses his daughter. In order to be with her, he takes up a job in his father-in-law's house. The only catch is that the job is that of a female governess.",1996,tt0139872,7.9,2528.0
tm192301,Minsara Kanavu,MOVIE,"Priya decides that she wants to be a nun, much to the horror of her father and Thomas, the boy who is in love with her. Thomas decides to enlist the help of Deva to change her mind.",1997,tt0282003,6.7,1212.0
tm110766,Chronicle of a Disappearance,MOVIE,"Chronicle of a Disappearance unfolds in a series of seemingly unconnected cinematic tableaux, each of them focused on incidents or characters which seldom reappear later in the film. Among the many unrelated scenes, there is a Palestinian actress struggling to find an apartment in West Jerusalem, the owner of the Holy Land souvenir shop preparing merchandise for incoming Japanese tourists, a group of old women gossiping about their relatives, and an Israeli police van which screeches to a halt so several heavily armed soldiers can get off the car and urinate.",1996,tt0115895,6.9,718.0
tm118256,Yaar Gaddar,MOVIE,"When his brother becomes involved in a deadly bank robbery, a heartbroken cop vows to track down and retrieve his wayward sibling -- dead or alive.",1994,tt0111780,3.6,142.0
tm64729,Sinbad: Nothin' but the Funk,MOVIE,"Enjoy Comedic Superstar Sinbad as he gives us one of his most stellar stand up performances, shot on the beautiful island of Aruba at the Guillermo P. Trinidad Theatre. As always, Sinbad shows why heÃ¢â‚¬â„¢s a veteran in comedy since the 80Ã¢â‚¬â„¢s, with an entertaining show that the entire family can enjoy.",1998,tt0938332,6.2,65.0
tm314602,Dushmani,MOVIE,"In order to settle personal scores; two gang leaders, Jai Singh and Oberoi fight for many years in gang-wars. There enmity multiplies when Jai's younger brother, Suraj falls in love with Oberoi's sister, Sapna which forces Suraj and Sapna to elope. Jai then locates the duo and brings them back to try and convince Oberoi to get them marry albeit successful.",1995,tt0112916,5.0,248.0
tm42397,Hello Brother,MOVIE,A ghost seeking revenge for his death haunts the man who received his heart in a transplant.,1999,tt0233856,4.6,4230.0
tm449775,Shikari,MOVIE,"Shankar and Chanchal earn their living by doing road shows. Once, Shankar sees Natasha on a circus poster and dreams of working with her. He gets an offer to work in the circus in Russia.",1991,tt0170416,5.9,66.0
